,id,name
446,"['633319691', '503040481', '358891447', '329850099', '295869135', '673633852', '667744379', '632946743', '627770780', '627408013']",콘지하우스 명동
447,"['634539773', '629979040', '618093976', '611442653', '586163321', '583373963', '574648230', '555258507', '549538232', '547989292']",돌고래순두부
448,"['674182830', '672812441', '672489319', '594181335', '484949476', '455532387', '443280632', '424953909', '407768142', '394923177']",피에르 가니에르 서울
449,"['541300019', '541268208', '498833372', '445732363', '354194584', '264579722', '673747158', '663596543', '621170490', '613303744']",트래블메이커
450,"['385100325', '341791658', '641093386', '636364697', '633924990', '633712629', '629960784', '582340961', '572544225', '539878306']",401레스토랑
451,"['674257481', '669952963', '659398972', '659164734', '646979157', '646444949', '640921714', '613991407', '612301637', '611761637']",더 파크뷰
452,"['648496666', '629590133', '627673598', '626892849', '609403992', '593141791', '552128624', '542085118', '541693919', '531708111']",북촌손만두 인사본점
453,"['672701982', '663353344', '650481503', '649864926', '627973556', '552085744', '542965690', '541688108', '540109923', '539093956']",도림
454,"['671819380', '670340318', '664728397', '660468580', '653664783', '650253247', '629998498', '619988714', '569886738', '558905769']",모모야마
455,"['673432656', '671828888', '634283577', '626315512', '609012617', '607594848', '598421464', '595711729', '589417273', '586522275']",바토스 이태원점
456,"['628232045', '611275615', '604153356', '603709055', '590428071', '580993524', '546929555', '541364492', '492314120', '467100130']",헴라갓
457,"['663447477', '659796742', '651607321', '649762043', '635952909', '609404231', '607077062', '599728298', '592121269', '582423197']",순희네 빈대떡
458,"['648496666', '629590133', '627673598', '626892849', '609403992', '593141791', '552128624', '542085118', '541693919', '531708111']",북촌손만두 인사본점
459,"['546307523', '545868713', '511773277', '376920125', '375801588', '323444555', '664766458', '622647152', '621487400', '580005172']",써즈데이 파티 드래프트 하우스
460,"['674567343', '674563749', '668805093', '666286399', '659448725', '659448595', '646225632', '642739176', '640923663', '640239038']",더그리핀바
461,"['651725010', '647549927', '621629665', '617184249', '611543937', '611311133', '596340882', '577719550', '574907667', '567529761']",구스토 타코
462,"['665197997', '655775389', '654493653', '651628349', '649414886', '643261737', '640128515', '634611314', '631147199', '629090915']",최고집 홍대점
463,"['631516372', '621011904', '563794649', '513555660', '483078198', '483077071', '483075414', '480871425', '480843061', '453244640']",왕비집 명동 본점
464,"['672492081', '655110577', '640850134', '572758297', '541117266', '537750455', '531918994', '465518445', '432301718', '348719467']",공릉닭한마리
465,"['674182830', '672812441', '672489319', '594181335', '484949476', '455532387', '443280632', '424953909', '407768142', '394923177']",피에르 가니에르 서울
466,"['675137054', '671089131', '669333734', '667743866', '666544955', '666544170', '666163157', '661957057', '661302718', '660653801']",바이킹스워프 롯데월드몰점
467,"['653117629', '650150696', '647104749', '637723598', '605092932', '599728660', '578690186', '571581004', '564461167', '558903376']",부자피자
468,"['668772978', '647129143', '644668972', '640538364', '624865969', '623908511', '617244050', '612305523', '587208714', '564163948']",모모카페 코트야드 서울 남대문
469,"['672491308', '571225825', '561157875', '550314705', '550298783', '548297543', '547963690', '543912188', '543912136', '536295064']",파크카페
470,"['671787904', '633887121', '653400123', '651231369', '633705724', '594190027', '574569661', '557197314', '550395226', '542197929']",지화자
471,"['669163406', '668512613', '635583998', '623882892', '581667809', '541059520', '516497821', '484957593', '482204990', '457974284']",황생가칼국수
472,"['662441488', '655302616', '654883331', '650879308', '638471273', '564868881', '555335398', '548518728', '541754821', '525171252']",피스트
473,"['672373053', '654229772', '642173542', '622264463', '596344598', '588637047', '583160958', '574126423', '553046564', '546898654']",카사블랑카 샌드위치
474,"['669847340', '666845276', '662022338', '656864049', '656772106', '655925027', '655783529', '652899458', '650216158', '647888455']",타볼로 24
475,"['670362804', '608518548', '532187538', '333431941', '329925224', '329527361', '324041632', '322787668', '311260026', '311167892']",브루 3.15
476,"['673205593', '652934814', '642608500', '635905182', '629843912', '608728415', '594682383', '582533419', '571185189', '564213690']",정식당
477,"['672397543', '626890433', '589650194', '589406179', '581338126', '581038504', '581030526', '581030397', '581030143', '581029503']",853
478,"['638109550', '634523471', '614048799', '584047703', '584047604', '583788408', '581961411', '565658113', '544792765', '544583713']",더 키친 살바토레 쿠오모
479,"['674290280', '652690382', '648629041', '639554371', '634310000', '630184160', '627160131', '617510479', '616356554', '606891948']",무교동 북어국집
480,"['652879658', '651997671', '651689719', '649570099', '648495319', '645977072', '638712805', '634320758', '629417732', '622313940']",브루클린 더버거조인트
481,"['669762788', '644741943', '641449221', '634090360', '572031217', '566829876', '564222172', '560171248', '555545598', '547757255']",브라이 리퍼블릭
482,"['672971248', '665456494', '621973534', '605860211', '605812257', '600632368', '598814148', '592985503', '592984748', '592980777']",양국
483,"['674257481', '669952963', '659398972', '659164734', '646979157', '646444949', '640921714', '613991407', '612301637', '611761637']",더 파크뷰
484,"['640992675', '624328056', '550106239', '542546576', '542106582', '530241984', '450451342', '380698540', '343710743', '335885353']",신선설농탕 홍대점
485,"['639309129', '604143156', '590002899', '557512957', '507935435', '491696216', '483561140', '479632599', '473488005', '464244333']",죠티인도레스토랑
486,"['636398546', '630861418', '594309821', '573817173', '475517946', '457277656', '377482173', '358725006', '328907313', '321032197']",죠티 레스토랑 충무로점
487,"['672491743', '655131435', '638687108', '550358356', '545407514', '542554270', '541937753', '541086305', '537586579', '534062353']",스파카 나폴리
488,"['672487713', '660010370', '651933362', '560760575', '555317848', '550776929', '542353833', '488168750', '465664225', '454926021']",교촌치킨 동대문1호점
489,"['656174136', '600655097', '594931351', '543779331', '371926843', '329924974', '322787973', '320592971', '309179008', '304230405']",카페 공드리
